업종,광고 이름,연령,성,광고 게재,도달,노출,클릭(전체),통화,CPC(전체),지출 금액 (KRW),시작,종료,CTR(전체),"CPM(1,000회 노출당 비용)",CPC(링크 클릭당 비용),보고 시작,보고 종료
뷰티,SBSS (Best Seller Page Landing) B,18-24,male,active,8919,17072,255,KRW,233.0196078,59420,2026-03-04,2026-03-31,1.49367385,3480.552952,282.952381,2026-03-01,2026-03-17
뷰티,오래오래(인터림),55-64,female,active,9300,12362,24,KRW,2469.041667,59257,2026-03-01,2026-03-31,0.19414334,4793.480019,4938.083333,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s_기본 - 사본,25-34,female,active,16769,20712,16,KRW,3667.25,58676,2026-03-01,2026-03-31,0.0772499,2832.947084,9779.333333,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,35-44,female,active,4395,6310,206,KRW,284.7961165,58668,2026-03-01,2026-03-31,3.26465927,9297.622821,287.5882353,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",35-44,male,not_delivering,37273,50950,12,KRW,4838.833333,58066,2026-02-25,2026-03-08,0.0235525,1139.66634,14516.5,2026-03-01,2026-03-17
식음료,03_여성_오리지널,45-54,female,active,1865,2035,2,KRW,28884.5,57769,2026-03-01,2026-03-31,0.0982801,28387.71499,28884.5,2026-03-01,2026-03-17
뷰티,DOOH(9:16),45-54,male,active,6146,16440,15,KRW,3803.4,57051,2026-03-01,2026-03-31,0.09124088,3470.255474,57051,2026-03-01,2026-03-17
뷰티,DOOH(9:16),35-44,male,active,8162,17842,8,KRW,7104.75,56838,2026-03-01,2026-03-31,0.04483802,3185.629414,28419,2026-03-01,2026-03-17
뷰티,기업PR_1126,45-54,male,active,6256,16145,16,KRW,3548,56768,2026-03-01,2026-03-31,0.09910189,3516.135026,7096,2026-03-01,2026-03-17
식음료,숏폼01_번호 유출,25-34,male,active,40449,48850,24,KRW,2339.375,56145,2026-03-03,2026-03-31,0.04912999,1149.334698,4010.357143,2026-03-01,2026-03-17
뷰티,DOOH(9:16),25-34,female,active,10789,19277,14,KRW,3999.714286,55996,2026-03-01,2026-03-31,0.07262541,2904.80884,18665.33333,2026-03-01,2026-03-17
식음료,BLC_img_md_alc_wsk_fp-s_o_EB_0_0201,18-24,male,inactive,6661,15756,74,KRW,751.7162162,55627,2025-11-14,Ongoing,0.46966235,3530.528053,882.968254,2026-03-01,2026-03-17
식음료,"#06_Chocolate & Cheese Pairings featuring Halloumi PDO cheese, Svecia PGI cheese, Tominc PDO cheese, and Grana Padano PDO cheese_0220-0308",25-34,female,not_delivering,36807,48668,17,KRW,3267.705882,55551,2026-02-25,2026-03-08,0.03493055,1141.427632,7935.857143,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,45-54,female,active,5697,10648,3,KRW,18516.33333,55549,2026-03-01,2026-03-31,0.02817431,5216.848234,27774.5,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),35-44,male,active,2521,11398,9,KRW,6157.555556,55418,2026-03-01,2026-03-31,0.07896122,4862.081067,27709,2026-03-01,2026-03-17
식음료,653,25-34,male,not_delivering,1286,2210,138,KRW,400.884058,55322,2026-03-10,Ongoing,6.24434389,25032.57919,464.8907563,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,45-54,female,active,5605,10319,6,KRW,9189.833333,55139,2026-03-01,2026-03-31,0.05814517,5343.444132,27569.5,2026-03-01,2026-03-17
뷰티,스토리/릴스,35-44,male,active,26983,49380,48,KRW,1139.833333,54712,2026-02-23,2026-03-31,0.09720535,1107.978939,1439.789474,2026-03-01,2026-03-17
뷰티,오래오래(인터림),65+,female,active,7828,10917,29,KRW,1886.137931,54698,2026-03-01,2026-03-31,0.26564074,5010.350829,4558.166667,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,2362,3809,122,KRW,441.6557377,53882,2026-02-16,2026-03-17,3.2029404,14145.97007,485.4234234,2026-03-01,2026-03-17
식음료,0225_15B,35-44,female,active,1489,1577,3,KRW,17800.33333,53401,2026-03-01,2026-03-31,0.19023462,33862.39696,26700.5,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,55-64,female,active,4833,13088,14,KRW,3803.357143,53247,2026-03-01,2026-03-31,0.10696822,4068.383252,26623.5,2026-03-01,2026-03-17
뷰티,DOOH(9:16),55-64,female,active,4853,10601,26,KRW,2029.923077,52778,2026-03-01,2026-03-31,0.24525988,4978.586926,17592.66667,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,45-54,female,active,9217,14138,20,KRW,2638.55,52771,2026-03-01,2026-03-31,0.14146272,3732.564719,8795.166667,2026-03-01,2026-03-17
뷰티,기업PR_1126,25-34,male,active,7917,18414,17,KRW,3077.705882,52321,2026-03-01,2026-03-31,0.09232106,2841.370696,4024.692308,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(4:5)_re,55-64,female,active,3100,6802,4,KRW,12943.75,51775,2026-03-01,2026-03-31,0.05880623,7611.731844,25887.5,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,18-24,female,active,8795,13377,6,KRW,8543,51258,2026-03-01,2026-03-31,0.04485311,3831.800852,,2026-03-01,2026-03-17
뷰티,DOOH(9:16),25-34,male,active,8635,20572,10,KRW,5047.5,50475,2026-03-01,2026-03-31,0.04860976,2453.577678,50475,2026-03-01,2026-03-17
뷰티,MOA 풀_4:5 - 사본,25-34,female,active,14473,21327,13,KRW,3874,50362,2026-03-01,2026-03-31,0.0609556,2361.419797,12590.5,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),35-44,female,active,2057,8882,9,KRW,5496.222222,49466,2026-03-01,2026-03-31,0.10132853,5569.241162,49466,2026-03-01,2026-03-17
식음료,세로형 (1/28 교체),55-64,male,not_delivering,26110,38503,47,KRW,1041.765957,48963,2026-03-01,2026-03-04,0.12206841,1271.667143,4451.181818,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% A,18-24,female,active,9449,13737,208,KRW,234.6394231,48805,2026-03-04,2026-03-31,1.51415884,3552.813569,282.1098266,2026-03-01,2026-03-17
뷰티,SBSS (Best Seller Page Landing) B,25-34,female,active,5721,8826,229,KRW,212.3886463,48637,2026-03-04,2026-03-31,2.59460684,5510.650351,249.4205128,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_1_0317,35-44,male,active,5983,7120,174,KRW,275.6091954,47956,2025-11-14,Ongoing,2.44382022,6735.393258,255.0851064,2026-03-01,2026-03-17
식음료,#08_EU Sustainability_0226-0304,25-34,male,not_delivering,6128,7638,96,KRW,498.6666667,47872,2026-02-26,2026-03-04,1.25687353,6267.609322,550.2528736,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인1(4:5) _re,65+,female,active,2347,6564,7,KRW,6828.142857,47797,2026-03-01,2026-03-31,0.10664229,7281.687995,23898.5,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% A,25-34,male,active,8521,14209,227,KRW,209.4845815,47553,2026-03-04,2026-03-31,1.597579,3346.681681,225.3696683,2026-03-01,2026-03-17
뷰티,카메라영상_ 6s(4:5),65+,female,active,7653,14246,20,KRW,2373,47460,2026-03-01,2026-03-31,0.14039028,3331.461463,6780,2026-03-01,2026-03-17
뷰티,기업PR_1126,55-64,female,active,3928,10478,14,KRW,3387.5,47425,2026-03-01,2026-03-31,0.13361328,4526.150029,15808.33333,2026-03-01,2026-03-17
뷰티,단일 이미지,25-34,male,active,32166,43596,32,KRW,1468.65625,46997,2026-02-23,2026-03-31,0.07340123,1078.011744,1807.576923,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 2안,35-44,female,active,3784,5048,167,KRW,281.2994012,46977,2026-03-01,2026-03-31,3.30824089,9306.061807,311.1059603,2026-03-01,2026-03-17
식음료,CHK_img_pg_chk_chk_p_o_EB_0_0305,45-54,female,not_delivering,3365,5900,458,KRW,102.5524018,46969,2025-07-01,Ongoing,7.76271186,7960.847458,95.85510204,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,25-34,female,inactive,28753,39968,15,KRW,3104.666667,46570,2026-03-03,2026-03-31,0.03753002,1165.182146,5821.25,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,35-44,male,not_delivering,30205,41997,26,KRW,1770.538462,46034,2026-02-25,2026-03-08,0.06190918,1096.125914,2877.125,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,55-64,female,active,3435,14309,11,KRW,4128,45408,2026-03-01,2026-03-31,0.07687469,3173.387379,11352,2026-03-01,2026-03-17
식음료,635 - 사본,25-34,male,not_delivering,967,2334,114,KRW,395.1929825,45052,2026-03-10,Ongoing,4.88431877,19302.485,391.7565217,2026-03-01,2026-03-17
식음료,#4_Poljički soparnik PGI Bread from Croatia_0316-0322,25-34,male,active,2049,2648,16,KRW,2803.5625,44857,2026-03-16,2026-03-22,0.60422961,16939.95468,3450.538462,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,55-64,female,active,5455,12808,10,KRW,4451.5,44515,2026-03-01,2026-03-31,0.0780762,3475.562149,5564.375,2026-03-01,2026-03-17
식음료,#3_EU Organic Olive Oil_0316-0322,25-34,male,active,1732,2403,18,KRW,2458.388889,44251,2026-03-16,2026-03-22,0.74906367,18414.89804,3160.785714,2026-03-01,2026-03-17
식음료,#4_Poljički soparnik PGI Bread from Croatia_0316-0322,35-44,male,active,1641,2151,21,KRW,2101.333333,44128,2026-03-16,2026-03-22,0.9762901,20515.10925,2322.526316,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,25-34,male,active,26222,37282,22,KRW,2002.045455,44045,2026-03-01,2026-03-31,0.05900971,1181.401212,3146.071429,2026-03-01,2026-03-17
식음료,0225_full,45-54,female,active,5943,7332,29,KRW,1517.758621,44015,2026-03-01,2026-03-31,0.39552646,6003.136934,2750.9375,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,855,3029,21,KRW,2095.571429,44007,2026-02-16,2026-03-17,0.69329812,14528.55728,2095.571429,2026-03-01,2026-03-17
식음료,SNR_img_pg_col_snc_fp-s_o_EB_2_0304,35-44,male,inactive,2632,4973,115,KRW,382.5304348,43991,2025-11-14,Ongoing,2.31248743,8845.968228,379.2327586,2026-03-01,2026-03-17
식음료,03_여성_오리지널,18-24,female,active,26240,36637,26,KRW,1687.384615,43872,2026-03-01,2026-03-31,0.07096651,1197.477959,2309.052632,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,25-34,male,active,25624,38102,10,KRW,4358.8,43588,2026-03-01,2026-03-31,0.02624534,1143.981943,6226.857143,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,55-64,male,active,3491,8342,5,KRW,8691.2,43456,2026-03-01,2026-03-31,0.05993766,5209.302326,10864,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,45-54,female,active,7365,15008,13,KRW,3340.846154,43431,2026-03-01,2026-03-31,0.08662047,2893.85661,8686.2,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_1_0317,25-34,male,active,7791,9490,180,KRW,240.4055556,43273,2025-11-14,Ongoing,1.8967334,4559.852476,216.365,2026-03-01,2026-03-17
뷰티,Niacinamide 10% + Zinc 1% A,25-34,female,active,6614,9251,208,KRW,207.6298077,43187,2026-03-04,2026-03-31,2.24840558,4668.360177,229.7180851,2026-03-01,2026-03-17
식음료,653,35-44,male,not_delivering,1580,2747,151,KRW,284.4039735,42945,2026-03-10,Ongoing,5.49690572,15633.41827,302.4295775,2026-03-01,2026-03-17
뷰티,기업PR_1126,35-44,male,active,6034,13388,12,KRW,3573.583333,42883,2026-03-01,2026-03-31,0.08963251,3203.092321,7147.166667,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,25-34,female,not_delivering,30335,39005,16,KRW,2674.5625,42793,2026-02-25,2026-03-08,0.04102038,1097.115754,3890.272727,2026-03-01,2026-03-17
식음료,FP_img_pg_nd_rm_fp-s_o_EB_1_0224,55-64,female,active,2976,6309,335,KRW,127.3850746,42674,2025-11-14,Ongoing,5.30987478,6763.987954,117.2362637,2026-03-01,2026-03-17
식음료,#3_EU Organic Olive Oil_0316-0322,35-44,male,active,1301,1795,15,KRW,2842.466667,42637,2026-03-16,2026-03-22,0.8356546,23753.20334,2842.466667,2026-03-01,2026-03-17
뷰티,기업PR_1126,35-44,female,active,7968,11597,7,KRW,6068.142857,42477,2026-03-01,2026-03-31,0.06036044,3662.75761,10619.25,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,2815,5948,92,KRW,461.5217391,42460,2026-02-16,2026-03-17,1.5467384,7138.533961,461.5217391,2026-03-01,2026-03-17
식음료,100만개,25-34,female,not_delivering,11572,12315,135,KRW,312.0740741,42130,2026-02-09,2026-03-01,1.09622412,3421.031263,324.0769231,2026-03-01,2026-03-17
뷰티,스토리/릴스,45-54,male,active,20223,37105,28,KRW,1503.035714,42085,2026-02-23,2026-03-31,0.07546153,1134.213718,2104.25,2026-03-01,2026-03-17
식음료,#3_EU Organic Olive Oil_0316-0322,25-34,female,active,1382,1800,13,KRW,3236.461538,42074,2026-03-16,2026-03-22,0.72222222,23374.44444,4207.4,2026-03-01,2026-03-17
식음료,02_남녀_언스위트 그래픽#2,55-64,female,active,5423,12056,10,KRW,4168.8,41688,2026-03-01,2026-03-31,0.08294625,3457.863305,6948,2026-03-01,2026-03-17
식음료,뿜치킹 5천원 할인,35-44,female,active,7841,9496,143,KRW,291.4755245,41681,2026-03-02,2026-03-31,1.50589722,4389.32182,306.4779412,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,1434,2599,113,KRW,368.7876106,41673,2026-02-16,2026-03-17,4.34782609,16034.24394,389.4672897,2026-03-01,2026-03-17
식음료,100만개,18-24,female,not_delivering,12606,13219,130,KRW,318.3076923,41380,2026-02-09,2026-03-01,0.98343294,3130.342689,325.8267717,2026-03-01,2026-03-17
식음료,#3_EU Organic Olive Oil_0316-0322,35-44,female,active,1048,1466,11,KRW,3761.363636,41375,2026-03-16,2026-03-22,0.75034106,28223.05593,4137.5,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,35-44,female,active,9141,10188,36,KRW,1148.638889,41351,2026-03-16,2026-03-31,0.35335689,4058.79466,1654.04,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,25-34,female,active,8437,13211,15,KRW,2753.266667,41299,2026-03-01,2026-03-31,0.11354175,3126.107032,41299,2026-03-01,2026-03-17
식음료,645,65+,male,not_delivering,964,1103,105,KRW,390.0857143,40959,2026-01-05,Ongoing,9.51949229,37134.17951,576.8873239,2026-03-01,2026-03-17
뷰티,SBSS (Best Seller Page Landing) B,25-34,male,active,5423,9427,187,KRW,218.9304813,40940,2026-03-04,2026-03-31,1.98366394,4342.84502,264.1290323,2026-03-01,2026-03-17
식음료,653,25-34,female,not_delivering,444,941,40,KRW,1021.05,40842,2025-12-12,Ongoing,4.25079702,43402.76302,1074.789474,2026-03-01,2026-03-17
식음료,653,45-54,male,not_delivering,1203,2261,160,KRW,253.2375,40518,2026-02-11,Ongoing,7.07651482,17920.38921,273.7702703,2026-03-01,2026-03-17
식음료,FP_img_pg_snc_snc_p_o_EB_1_0317,45-54,female,active,3654,4085,142,KRW,285.2042254,40499,2025-11-14,Ongoing,3.47613219,9914.075887,269.9933333,2026-03-01,2026-03-17
뷰티,Olive Young  - NPD Rice Lipids,25-34,female,active,4487,8061,97,KRW,416.0927835,40361,2026-03-01,2026-03-31,1.20332465,5006.947029,480.4880952,2026-03-01,2026-03-17
뷰티,빛나는자신감_6s_기본 - 사본,18-24,female,active,12722,16552,19,KRW,2102.631579,39950,2026-03-01,2026-03-31,0.11478975,2413.605607,4438.888889,2026-03-01,2026-03-17
식음료,콰삭킹_6초,35-44,female,not_delivering,1684,2057,89,KRW,447.6629214,39842,2026-02-16,2026-03-17,4.32668935,19368.98396,452.75,2026-03-01,2026-03-17
식음료,635 - 사본,25-34,male,not_delivering,363,704,42,KRW,943.8333333,39641,2025-11-28,Ongoing,5.96590909,56308.23864,900.9318182,2026-03-01,2026-03-17
뷰티,6초_이민호 2.0_KV,35-44,male,active,7785,8794,4,KRW,9794,39176,2026-03-11,2026-03-31,0.04548556,4454.855583,19588,2026-03-01,2026-03-17
식음료,#4_Poljički soparnik PGI Bread from Croatia_0316-0322,25-34,female,active,1586,1985,20,KRW,1957.35,39147,2026-03-16,2026-03-22,1.00755668,19721.41058,2609.8,2026-03-01,2026-03-17
식음료,#07_Break Time with European Confectionery _0225-0308,25-34,female,not_delivering,4360,5924,77,KRW,508.2987013,39139,2026-02-25,2026-03-08,1.29979743,6606.853477,559.1285714,2026-03-01,2026-03-17
뷰티,카메라영상_ 6s(4:5),35-44,female,active,10438,11878,11,KRW,3555.454545,39110,2026-03-01,2026-03-31,0.09260818,3292.641859,6518.333333,2026-03-01,2026-03-17
뷰티,SBSS (Best Seller Page Landing) B,18-24,female,active,5879,9159,191,KRW,204.3089005,39023,2026-03-04,2026-03-31,2.0853805,4260.617971,235.0783133,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,55-64,male,active,3264,7568,4,KRW,9705.25,38821,2026-03-01,2026-03-31,0.05285412,5129.624736,,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,female,not_delivering,617,3241,3,KRW,12845.66667,38537,2026-02-27,2026-03-17,0.09256402,11890.46591,38537,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,65+,female,active,2386,9247,12,KRW,3211.333333,38536,2026-03-01,2026-03-31,0.12977182,4167.405645,7707.2,2026-03-01,2026-03-17
식음료,CHK_img_pg_chk_chk_p_o_EB_0_0305,55-64,male,not_delivering,2797,5202,125,KRW,307.592,38449,2025-07-01,Ongoing,2.40292195,7391.195694,276.6115108,2026-03-01,2026-03-17
식음료,#4_Poljički soparnik PGI Bread from Croatia_0316-0322,35-44,female,active,1394,1697,16,KRW,2393.3125,38293,2026-03-16,2026-03-22,0.94284031,22565.11491,3481.181818,2026-03-01,2026-03-17
뷰티,DOOH(9:16),45-54,female,active,5568,8677,7,KRW,5440,38080,2026-03-01,2026-03-31,0.08067304,4388.613576,,2026-03-01,2026-03-17
식음료,653,65+,female,not_delivering,1225,2764,169,KRW,223.2544379,37730,2025-12-12,Ongoing,6.11432706,13650.50651,215.6,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,292,2201,2,KRW,18737,37474,2026-02-27,2026-03-17,0.09086779,17025.89732,18737,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,18-24,female,active,21309,30297,15,KRW,2496.6,37449,2026-03-01,2026-03-31,0.04950985,1236.062977,4161,2026-03-01,2026-03-17
뷰티,15초_전지현 2.0,45-54,female,active,2898,3120,3,KRW,12460,37380,2026-03-04,2026-03-31,0.09615385,11980.76923,18690,2026-03-01,2026-03-17
식음료,0225_shorts,35-44,male,active,6218,7330,12,KRW,3114.5,37374,2026-03-01,2026-03-31,0.16371078,5098.772169,5339.142857,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,25-34,female,active,4125,5571,116,KRW,322.1293103,37367,2026-03-01,2026-03-31,2.08221145,6707.413391,330.6814159,2026-03-01,2026-03-17
뷰티,Olive Young  - NPD Rice Lipids,18-24,female,active,6789,11940,90,KRW,413.6777778,37231,2026-03-01,2026-03-31,0.75376884,3118.174204,477.3205128,2026-03-01,2026-03-17
식음료,0225_15B,18-24,female,active,1646,1755,6,KRW,6106,36636,2026-03-01,2026-03-31,0.34188034,20875.21368,9159,2026-03-01,2026-03-17
식음료,숏폼02_화보 장인,25-34,male,active,26238,32408,10,KRW,3663.2,36632,2026-03-12,2026-03-31,0.03085658,1130.338188,12210.66667,2026-03-01,2026-03-17
식음료,04_남녀_오리지널,25-34,male,active,21073,30365,14,KRW,2585.142857,36192,2026-03-01,2026-03-31,0.04610571,1191.898567,4021.333333,2026-03-01,2026-03-17
뷰티,Olive Young  - NPD Rice Lipids,35-44,male,active,4082,7404,69,KRW,523.942029,36152,2026-03-01,2026-03-31,0.93192869,4882.766072,564.875,2026-03-01,2026-03-17
식음료,0225_full,45-54,male,active,5604,6835,19,KRW,1893.947368,35985,2026-03-01,2026-03-31,0.27798098,5264.81346,2998.75,2026-03-01,2026-03-17
뷰티,기업PR_1126,65+,female,active,2047,7578,11,KRW,3238.090909,35619,2026-03-01,2026-03-31,0.14515703,4700.316706,8904.75,2026-03-01,2026-03-17
식음료,0225_15B,35-44,male,active,1127,1315,4,KRW,8858,35432,2026-03-01,2026-03-31,0.30418251,26944.48669,11810.66667,2026-03-01,2026-03-17
뷰티,기업PR_1126,55-64,male,active,2592,8968,7,KRW,5061.142857,35428,2026-03-01,2026-03-31,0.07805531,3950.490633,17714,2026-03-01,2026-03-17
뷰티,APAC 2.0_15초 세로(4:5) - 사본,25-34,male,active,7097,13850,6,KRW,5901.666667,35410,2026-03-01,2026-03-31,0.0433213,2556.6787,17705,2026-03-01,2026-03-17
식음료,0225_shorts,35-44,male,active,6452,7580,9,KRW,3917.444444,35257,2026-03-01,2026-03-31,0.11873351,4651.319261,8814.25,2026-03-01,2026-03-17
식음료,0225_15A,25-34,male,active,3199,4092,2,KRW,17571.5,35143,2026-03-01,2026-03-31,0.04887586,8588.220919,35143,2026-03-01,2026-03-17
식음료,#08_EU Sustainability_0226-0304,35-44,male,not_delivering,3249,4054,86,KRW,406,34916,2026-02-26,2026-03-04,2.12136162,8612.72817,453.4545455,2026-03-01,2026-03-17
식음료,635 - 사본,35-44,male,not_delivering,489,898,46,KRW,757.9565217,34866,2025-11-28,Ongoing,5.12249443,38826.28062,792.4090909,2026-03-01,2026-03-17
뷰티,Lash Curl Finisher 1안,55-64,female,active,1765,2710,131,KRW,264.8778626,34699,2026-03-01,2026-03-31,4.83394834,12804.05904,258.9477612,2026-03-01,2026-03-17
식음료,프리퀀치_3월_모델X,35-44,female,active,2971,5882,123,KRW,281.9918699,34685,2026-03-02,2026-03-31,2.09112547,5896.803808,296.4529915,2026-03-01,2026-03-17
식음료,콰삭킹_6초,45-54,male,not_delivering,1770,4773,65,KRW,532.6923077,34625,2026-02-16,2026-03-17,1.36182694,7254.347371,586.8644068,2026-03-01,2026-03-17
식음료,653,55-64,female,not_delivering,1837,3857,197,KRW,175.4720812,34568,2025-12-12,Ongoing,5.10759658,8962.406015,167.8058252,2026-03-01,2026-03-17
뷰티,6초_전지현 2.0_KV,35-44,female,active,4509,5345,4,KRW,8641.25,34565,2026-03-11,2026-03-31,0.0748363,6466.791394,17282.5,2026-03-01,2026-03-17
식음료,#01_Belgium Vieille Gueuze Beer_0304-0310,25-34,female,not_delivering,3074,4439,76,KRW,453.4078947,34459,2026-03-04,2026-03-10,1.71209732,7762.784411,530.1384615,2026-03-01,2026-03-17
뷰티,Glycolic Acid 7% Exfoliating Toner A,18-24,male,active,4869,9301,134,KRW,255.261194,34205,2026-03-04,2026-03-31,1.4407053,3677.561553,282.6859504,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),45-54,male,active,1460,6853,3,KRW,11370.33333,34111,2026-03-01,2026-03-31,0.04377645,4977.52809,,2026-03-01,2026-03-17
식음료,03_여성_오리지널,25-34,male,active,21152,29064,15,KRW,2272.6,34089,2026-03-01,2026-03-31,0.05161024,1172.894302,2434.928571,2026-03-01,2026-03-17
뷰티,APAC 2.0 가로형 - 사본,45-54,female,active,6154,9578,16,KRW,2127.375,34038,2026-03-01,2026-03-31,0.16704949,3553.769054,17019,2026-03-01,2026-03-17
뷰티,스토리/릴스,45-54,male,active,16328,30551,35,KRW,970.7428571,33976,2026-02-23,2026-03-31,0.11456253,1112.107623,1359.04,2026-03-01,2026-03-17
식음료,버라이어티팩4주차,35-44,male,not_delivering,9650,10395,184,KRW,183.8967391,33837,2026-02-09,2026-03-01,1.77008177,3255.122655,187.9833333,2026-03-01,2026-03-17
식음료,0225_15A,25-34,female,active,1787,2071,5,KRW,6752.6,33763,2026-03-01,2026-03-31,0.24142926,16302.75229,16881.5,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),25-34,male,active,2701,9060,7,KRW,4809.142857,33664,2026-03-01,2026-03-31,0.07726269,3715.673289,33664,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,female,not_delivering,679,3138,3,KRW,11218.33333,33655,2026-02-27,2026-03-17,0.09560229,10724.98407,11218.33333,2026-03-01,2026-03-17
뷰티,단일 이미지,18-24,female,active,22559,30125,33,KRW,1002.484848,33082,2026-02-23,2026-03-31,0.10954357,1098.157676,1438.347826,2026-03-01,2026-03-17
뷰티,3DOOH(4:5) - 사본,55-64,male,active,1725,7260,8,KRW,4126.125,33009,2026-03-01,2026-03-31,0.11019284,4546.694215,11003,2026-03-01,2026-03-17
뷰티,기업PR_1126,18-24,female,active,5069,11518,7,KRW,4709.142857,32964,2026-03-01,2026-03-31,0.06077444,2861.955201,8241,2026-03-01,2026-03-17
뷰티,무빙포스터 FDA 승인2(9:16),18-24,female,active,3455,9781,7,KRW,4707.142857,32950,2026-03-01,2026-03-31,0.07156732,3368.776199,,2026-03-01,2026-03-17
식음료,26.03_HERSHEYS_3/11~3/17,35-44,male,not_delivering,576,1057,6,KRW,5384.666667,32308,2026-03-11,2026-03-17,0.56764428,30565.75213,5384.666667,2026-03-01,2026-03-17
식음료,0225_15B,18-24,male,active,1956,2264,7,KRW,4592.428571,32147,2026-03-01,2026-03-31,0.30918728,14199.20495,16073.5,2026-03-01,2026-03-17
뷰티,단일 이미지,25-34,male,active,21619,29793,27,KRW,1189.148148,32107,2026-02-23,2026-03-31,0.09062531,1077.669251,1459.409091,2026-03-01,2026-03-17
식음료,버라이어티팩4주차,25-34,female,not_delivering,9393,10046,158,KRW,202.6708861,32022,2026-02-09,2026-03-01,1.57276528,3187.537328,213.48,2026-03-01,2026-03-17
식음료,세로형 (1/28 교체),65+,male,not_delivering,15803,25627,19,KRW,1682,31958,2026-03-01,2026-03-04,0.07414055,1247.044133,1997.375,2026-03-01,2026-03-17
식음료,콰삭킹_6초,18-24,female,not_delivering,1539,6834,23,KRW,1385.913043,31876,2026-02-16,2026-03-17,0.33655253,4664.325432,1448.909091,2026-03-01,2026-03-17
식음료,01_여성_언스위트 그래픽#2,18-24,female,active,18379,26454,14,KRW,2241,31374,2026-03-01,2026-03-31,0.05292205,1185.983216,2852.181818,2026-03-01,2026-03-17
뷰티,DOOH(9:16),65+,female,active,2038,5907,12,KRW,2593.083333,31117,2026-03-01,2026-03-31,0.20314881,5267.817843,31117,2026-03-01,2026-03-17
뷰티,지속력(인터림),25-34,female,active,2949,6062,1,KRW,30791,30791,2026-03-01,2026-03-31,0.01649621,5079.34675,30791,2026-03-01,2026-03-17
식음료,26.03_HERSHEYS_3/11~3/17,35-44,female,not_delivering,575,1043,6,KRW,5101.833333,30611,2026-03-11,2026-03-17,0.57526366,29348.99329,7652.75,2026-03-01,2026-03-17
식음료,0316_all_컬렉션,25-34,male,active,12037,13163,37,KRW,818.3783784,30280,2026-03-16,2026-03-31,0.28109094,2300.38745,1044.137931,2026-03-01,2026-03-17
식음료,콰삭킹_6초,25-34,male,not_delivering,5847,6866,62,KRW,485.7258065,30115,2026-02-16,2026-03-17,0.90300029,4386.105447,493.6885246,2026-03-01,2026-03-17
